standardized_smiles,CAS-Id,fcfp_compact,fcfp_environments,odor_1,odor_2,odor_3,odor_4,odor_5,odor_6,odor_7,odor_8,odor_9,odor_10,odor_11,odor_12,odor_13,odor_14,odor_15,odor_16,odor_17,odor_18,odor_19,odor_20,odor_21,odor_22,odor_23,odor_24,odor_25,odor_26,odor_27,odor_28,odor_29,odor_30,odor_31,odor_32,odor_33,odor_34,odor_35,odor_36
CCOC(=O)C1C(C)CCCC1(C)C,22471-55-2,4P///wAEAAATAAAAAAJ0HDhFAhA2FEhE/CJNABoKGh0Aag4=,"{""0"": [[0, 0], [1, 0], [3, 0], [5, 0], [6, 0], [7, 0], [8, 0], [9, 0], [10, 0], [11, 0], [12, 0], [13, 0]], ""2"": [[2, 0], [4, 0]], ""193992059"": [[8, 2]], ""324486082"": [[3, 2]], ""614173298"": [[3, 1]], ""614176388"": [[6, 1], [5, 1]], ""657606059"": [[11, 2]], ""1051266860"": [[2, 2]], ""2407443532"": [[10, 2]], ""2558574980"": [[1, 2]], ""2824030313"": [[6, 2]], ""3205495869"": [[0, 1], [7, 1], [12, 1], [13, 1]], ""3205496824"": [[4, 1]], ""3208849907"": [[11, 1]], ""3766532888"": [[8, 1], [9, 1], [10, 1]], ""3766532902"": [[1, 1]], ""3768571706"": [[2, 1]], ""4199971232"": [[5, 2]], ""4203103696"": [[9, 2]]}",Floral,Sweet,Fruity,Mossy woods,Soft oriental,Nature,Fragrant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)C1C(C=C(C)C)C1(C)C,97-41-6,4P///wAEAAATAAAAAAJ04FUBNqT8BBx8FK4KGgow0GoO,"{""0"": [[0, 0], [1, 0], [3, 0], [5, 0], [6, 0], [7, 0], [8, 0], [9, 0], [10, 0], [11, 0], [12, 0], [13, 0]], ""2"": [[2, 0], [4, 0]], ""324486082"": [[3, 2]], ""614173298"": [[3, 1]], ""614176388"": [[6, 1], [5, 1]], ""614176451"": [[8, 1]], ""1051266860"": [[2, 2]], ""1335794496"": [[7, 2]], ""2558574980"": [[1, 2]], ""3205495869"": [[0, 1], [9, 1], [10, 1], [12, 1], [13, 1]], ""3205496824"": [[4, 1]], ""3208849907"": [[11, 1]], ""3210382965"": [[8, 2]], ""3226804398"": [[11, 2]], ""3279948494"": [[6, 2]], ""3766532902"": [[1, 1]], ""3766532953"": [[7, 1]], ""3768571706"": [[2, 1]], ""4199971232"": [[5, 2]]}",Floral,Aromatic,Sweet,Vegetation,Fruity,Beverage,Chemical,Nature,Resinous,Herbaceous,Hydrocar,Woody,Fragrant,,,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)C1C(CC)=CCCC1(C)C,57934-97-1,4P///wAEAAAWAAAAAAJ0HHkBcjxMTj78IghOIqgaCho80GoO,"{""0"": [[0, 0], [1, 0], [3, 0], [5, 0], [6, 0], [7, 0], [8, 0], [9, 0], [10, 0], [11, 0], [12, 0], [13, 0], [14, 0]], ""2"": [[2, 0], [4, 0]], ""324486082"": [[3, 2]], ""614173298"": [[3, 1]], ""614176388"": [[5, 1]], ""614176451"": [[6, 1]], ""657606059"": [[12, 2]], ""671185363"": [[7, 2]], ""965126793"": [[6, 2]], ""1051266860"": [[2, 2]], ""2407443532"": [[11, 2]], ""2558574980"": [[1, 2]], ""2794852651"": [[9, 2]], ""3205495869"": [[0, 1], [8, 1], [13, 1], [14, 1]], ""3205496824"": [[4, 1]], ""3208849907"": [[12, 1]], ""3766532888"": [[7, 1], [10, 1], [11, 1]], ""3766532902"": [[1, 1]], ""3766532953"": [[9, 1]], ""3768571706"": [[2, 1]], ""4199967409"": [[5, 2]], ""4203102565"": [[10, 2]]}",Floral,Spices,Food,Sweet,Fruity,Chemical,Nature,Resinous,Grassy,Hydrocar,Woody,Fragrant,,,,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)C1CC2C=CC1C2,10138-32-6,4P///wAEAAARAAAAAAJ0qhKZAbUBItRQGgoaPNA2Mg4=,"{""0"": [[0, 0], [1, 0], [3, 0], [5, 0], [6, 0], [7, 0], [8, 0], [9, 0], [10, 0], [11, 0]], ""2"": [[2, 0], [4, 0]], ""195736378"": [[9, 2], [8, 2]], ""324486082"": [[3, 2]], ""614173298"": [[3, 1]], ""614176388"": [[5, 1], [10, 1], [7, 1]], ""1015498718"": [[10, 2]], ""1051266860"": [[2, 2]], ""1334060783"": [[6, 2], [11, 2]], ""2309065875"": [[7, 2]], ""2558574980"": [[1, 2]], ""3205495869"": [[0, 1]], ""3205496824"": [[4, 1]], ""3566258333"": [[5, 2]], ""3766532888"": [[6, 1], [11, 1]], ""3766532902"": [[1, 1]], ""3766532953"": [[8, 1], [9, 1]], ""3768571706"": [[2, 1]]}",Sweet,Fruity,Caramel,Water,Green,Nature,Fragrant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)C1CC=CCC1,15111-56-5,4P///wAEAAASAAAAAAJ0GQEgnioQtQEiHg0AGgoaPNBqDg==,"{""0"": [[0, 0], [1, 0], [3, 0], [5, 0], [6, 0], [7, 0], [8, 0], [9, 0], [10, 0]], ""2"": [[2, 0], [4, 0]], ""193988868"": [[6, 2]], ""193992059"": [[10, 2]], ""324486082"": [[3, 2]], ""614173298"": [[3, 1]], ""614176388"": [[5, 1]], ""1019670164"": [[5, 2]], ""1051266860"": [[2, 2]], ""2558574980"": [[1, 2]], ""3205495869"": [[0, 1]], ""3205496824"": [[4, 1]], ""3766532888"": [[6, 1], [9, 1], [10, 1]], ""3766532902"": [[1, 1]], ""3766532953"": [[7, 1], [8, 1]], ""3768571706"": [[2, 1]], ""4203102565"": [[9, 2]], ""4203358485"": [[7, 2], [8, 2]]}",Floral,Sweet,Fruity,Nature,Microbiological,Fragrant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)C1CCC(=O)O1,1126-51-8,4P///wAEAAARAAAAAAJ0+QAdAKoRACQucKgMDAoaKp0ADg==,"{""0"": [[0, 0], [1, 0], [3, 0], [5, 0], [6, 0], [7, 0], [8, 0]], ""2"": [[2, 0], [4, 0], [9, 0], [10, 0]], ""193923546"": [[7, 2]], ""193991932"": [[6, 2]], ""324131615"": [[3, 2]], ""614173298"": [[3, 1], [8, 1]], ""614176394"": [[5, 1]], ""1051266860"": [[2, 2]], ""1065156191"": [[5, 2]], ""1924488016"": [[10, 2]], ""2123333315"": [[8, 2]], ""2558574980"": [[1, 2]], ""3205495869"": [[0, 1]], ""3205496824"": [[4, 1], [9, 1]], ""3766532888"": [[6, 1], [7, 1]], ""3766532902"": [[1, 1]], ""3768571706"": [[2, 1], [10, 1]]}",Sickening,Bakery,Resinous,Smokey,Woody,People & animals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)C1CCC(C(=O)OCC)CC1,72903-27-6,4P///wAEAAAOAAAAAAJ09QIQtQEiHg0AGgoaHQBqDg==,"{""0"": [[0, 0], [1, 0], [3, 0], [5, 0], [6, 0], [7, 0], [8, 0], [9, 0], [12, 0], [13, 0], [14, 0], [15, 0]], ""2"": [[2, 0], [4, 0], [10, 0], [11, 0]], ""193992059"": [[7, 2], [6, 2], [15, 2], [14, 2]], ""324486082"": [[9, 2], [3, 2]], ""614173298"": [[3, 1], [9, 1]], ""614176388"": [[8, 1], [5, 1]], ""1019670164"": [[8, 2], [5, 2]], ""1051266860"": [[2, 2], [11, 2]], ""2558574980"": [[1, 2], [12, 2]], ""3205495869"": [[0, 1], [13, 1]], ""3205496824"": [[4, 1], [10, 1]], ""3766532888"": [[6, 1], [7, 1], [14, 1], [15, 1]], ""3766532902"": [[1, 1], [12, 1]], ""3768571706"": [[2, 1], [11, 1]]}",Sweet,Fruity,Chemical,Nature,Hydrocar,Fragrant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)C1CCCCC1,3289-28-9,4P///wAEAAAPAAAAAAJ09QIQloUAIh4NABoKGh0Aag4=,"{""0"": [[0, 0], [1, 0], [3, 0], [5, 0], [6, 0], [7, 0], [8, 0], [9, 0], [10, 0]], ""2"": [[2, 0], [4, 0]], ""193992059"": [[6, 2], [10, 2]], ""324486082"": [[3, 2]], ""614173298"": [[3, 1]], ""614176388"": [[5, 1]], ""1019670164"": [[5, 2]], ""1051266860"": [[2, 2]], ""2558574980"": [[1, 2]], ""3205495869"": [[0, 1]], ""3205496824"": [[4, 1]], ""3766532888"": [[6, 1], [7, 1], [8, 1], [9, 1], [10, 1]], ""3766532902"": [[1, 1]], ""3768571706"": [[2, 1]], ""4203103696"": [[7, 2], [8, 2], [9, 2]]}",Sweet,Dairy,Fruity,Beverage,Nature,Foul,Fragrant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)C1OC1(C)c1ccc(C)cc1,74367-97-8,4P///wAEAAAWAAAAAAICMjw4zAkBTs4YiBYufgKkDAoamQAsDg==,"{""0"": [[0, 0], [1, 0], [3, 0], [5, 0], [7, 0], [8, 0], [13, 0]], ""2"": [[2, 0], [4, 0], [6, 0]], ""4"": [[9, 0], [10, 0], [11, 0], [12, 0], [14, 0], [15, 0]], ""45671116"": [[7, 2]], ""240502814"": [[9, 2]], ""324131615"": [[3, 2]], ""333654730"": [[12, 2]], ""594405804"": [[12, 1], [9, 1]], ""614173298"": [[3, 1]], ""614176394"": [[5, 1]], ""1051266860"": [[2, 2]], ""2558574980"": [[1, 2]], ""3205495869"": [[0, 1], [8, 1]], ""3205496001"": [[13, 1]], ""3205496824"": [[4, 1]], ""3208861286"": [[7, 1]], ""3274777121"": [[5, 2]], ""3532240404"": [[11, 2], [10, 2], [15, 2], [14, 2]], ""3684027482"": [[6, 2]], ""3764344801"": [[10, 1], [11, 1], [14, 1], [15, 1]], ""3766532902"": [[1, 1]], ""3768571706"": [[2, 1], [6, 1]]}",Floral,Sweet,Fruity,Nutty,Non-citrus fruity,Green,Nature,Dry fruit,Popcorn,Soft floral,Fragrant,,,,,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)C1OC1(C)c1ccccc1,77-83-8,4P///wAEAAAVAAAAAAICMjw4pQJOzhhoHhYugqQMChqZACwO,"{""0"": [[0, 0], [1, 0], [3, 0], [5, 0], [7, 0], [8, 0]], ""2"": [[2, 0], [4, 0], [6, 0]], ""4"": [[9, 0], [10, 0], [11, 0], [12, 0], [13, 0], [14, 0]], ""45671116"": [[7, 2]], ""240502814"": [[9, 2]], ""324131615"": [[3, 2]], ""594405804"": [[9, 1]], ""614173298"": [[3, 1]], ""614176394"": [[5, 1]], ""1051266860"": [[2, 2]], ""1230563926"": [[11, 2], [12, 2], [13, 2]], ""2558574980"": [[1, 2]], ""3205495869"": [[0, 1], [8, 1]], ""3205496824"": [[4, 1]], ""3208861286"": [[7, 1]], ""3274777121"": [[5, 2]], ""3532240404"": [[10, 2], [14, 2]], ""3684027482"": [[6, 2]], ""3764344801"": [[10, 1], [11, 1], [12, 1], [13, 1], [14, 1]], ""3766532902"": [[1, 1]], ""3768571706"": [[2, 1], [6, 1]]}",Floral,Sweet,Fruity,Caramel,Non-citrus fruity,Nature,Fragrant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)C1OC1c1ccc(C)cc1,52788-71-3,4P///wAEAAAWAAAAAAICcA0ACQFOzkB4Ln5IXgwKGorAAigMAA==,"{""0"": [[0, 0], [1, 0], [3, 0], [5, 0], [7, 0], [12, 0]], ""2"": [[2, 0], [4, 0], [6, 0]], ""4"": [[8, 0], [9, 0], [10, 0], [11, 0], [13, 0], [14, 0]], ""324131615"": [[3, 2]], ""333654730"": [[11, 2]], ""594405804"": [[11, 1], [8, 1]], ""614173237"": [[7, 1]], ""614173298"": [[3, 1]], ""614176394"": [[5, 1]], ""1051266860"": [[2, 2]], ""1924492259"": [[6, 2]], ""2325521407"": [[5, 2]], ""2558574980"": [[1, 2]], ""2624878464"": [[8, 2]], ""3205495869"": [[0, 1]], ""3205496001"": [[12, 1]], ""3205496824"": [[4, 1]], ""3479698159"": [[7, 2]], ""3532240404"": [[10, 2], [9, 2], [14, 2], [13, 2]], ""3764344801"": [[9, 1], [10, 1], [13, 1], [14, 1]], ""3766532902"": [[1, 1]], ""3768571706"": [[2, 1], [6, 1]]}",Floral,Sweet,Fruity,Nature,Fragrant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)C1OC1c1ccccc1,121-39-1,4P///wAEAAAVAAAAAAICcBkDTs5AQDYuyF4MChqKwAIoDAA=,"{""0"": [[0, 0], [1, 0], [3, 0], [5, 0], [7, 0]], ""2"": [[2, 0], [4, 0], [6, 0]], ""4"": [[8, 0], [9, 0], [10, 0], [11, 0], [12, 0], [13, 0]], ""324131615"": [[3, 2]], ""594405804"": [[8, 1]], ""614173237"": [[7, 1]], ""614173298"": [[3, 1]], ""614176394"": [[5, 1]], ""1051266860"": [[2, 2]], ""1230563926"": [[10, 2], [11, 2], [12, 2]], ""1924492259"": [[6, 2]], ""2325521407"": [[5, 2]], ""2558574980"": [[1, 2]], ""2624878464"": [[8, 2]], ""3205495869"": [[0, 1]], ""3205496824"": [[4, 1]], ""3479698159"": [[7, 2]], ""3532240404"": [[9, 2], [13, 2]], ""3764344801"": [[9, 1], [10, 1], [11, 1], [12, 1], [13, 1]], ""3766532902"": [[1, 1]], ""3768571706"": [[2, 1], [6, 1]]}",Floral,Sweet,Fruity,Caramel,Non-citrus fruity,Nature,Fragrant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)C=C(C)CCC=C(C)C,32659-21-5,4P///wAEAAATAAAAAAJ0tQFyBDbAMQAEmqgaCho8eLQMDg==,"{""0"": [[0, 0], [1, 0], [3, 0], [5, 0], [6, 0], [7, 0], [8, 0], [9, 0], [10, 0], [11, 0], [12, 0], [13, 0]], ""2"": [[2, 0], [4, 0]], ""193987944"": [[8, 2]], ""614173298"": [[3, 1]], ""614176451"": [[6, 1], [11, 1]], ""1051266860"": [[2, 2]], ""1335854065"": [[5, 2]], ""2059618198"": [[6, 2]], ""2136164837"": [[3, 2]], ""2558574980"": [[1, 2]], ""2794852651"": [[10, 2]], ""3205495869"": [[0, 1], [7, 1], [12, 1], [13, 1]], ""3205496824"": [[4, 1]], ""3210382965"": [[11, 2]], ""3766532888"": [[8, 1], [9, 1]], ""3766532902"": [[1, 1]], ""3766532953"": [[5, 1], [10, 1]], ""3768571706"": [[2, 1]], ""4203102565"": [[9, 2]]}",Floral,Sweet,Fruity,Green,Nature,Resinous,Grassy,Other,Woody,Fragrant,,,,,,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)C=C(CC(=O)O)C(=O)O,1321-30-8,4P///wAEAAAXAAAAAAAAKg44EQI0TDweDlIxABkAWAoaPIgyegIO,"{""0"": [[0, 0], [1, 0], [3, 0], [5, 0], [6, 0], [7, 0]], ""1"": [[10, 0], [13, 0]], ""2"": [[2, 0], [4, 0], [9, 0], [12, 0]], ""32"": [[8, 0], [11, 0]], ""605976925"": [[8, 1], [11, 1]], ""614173298"": [[3, 1]], ""614198715"": [[6, 1]], ""815228339"": [[6, 2]], ""1051266860"": [[2, 2]], ""1212857334"": [[7, 2]], ""1335782137"": [[5, 2]], ""1714334018"": [[8, 2]], ""2136164837"": [[3, 2]], ""2558574980"": [[1, 2]], ""3205495832"": [[9, 1], [12, 1]], ""3205495869"": [[0, 1]], ""3205496734"": [[10, 1], [13, 1]], ""3205496824"": [[4, 1]], ""3266665891"": [[11, 2]], ""3766532902"": [[1, 1]], ""3766532953"": [[5, 1]], ""3766533048"": [[7, 1]], ""3768571706"": [[2, 1]]}",Sweet,Fruity,Beverage,Nature,Fragrant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)C=CC(=O)OCC,141-05-9,4P///wAEAAAMAAAAAAJ0GQPAMQDNAAoaPIqwDg==,"{""0"": [[0, 0], [1, 0], [3, 0], [5, 0], [6, 0], [7, 0], [10, 0], [11, 0]], ""2"": [[2, 0], [4, 0], [8, 0], [9, 0]], ""195804063"": [[5, 2], [6, 2]], ""614173298"": [[3, 1], [7, 1]], ""1051266860"": [[2, 2], [9, 2]], ""2136164837"": [[3, 2], [7, 2]], ""2558574980"": [[1, 2], [10, 2]], ""3205495869"": [[0, 1], [11, 1]], ""3205496824"": [[4, 1], [8, 1]], ""3766532902"": [[1, 1], [10, 1]], ""3766532953"": [[5, 1], [6, 1]], ""3768571706"": [[2, 1], [9, 1]]}",Lemon,Sweet,Fruity,Non-citrus fruity,Nature,Fragrant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)C=CSC,136115-65-6,4P///wAEAAAQAAAAAAJ0FQABAYI8UMaWamIKGjx5AA4=,"{""0"": [[0, 0], [1, 0], [3, 0], [5, 0], [6, 0], [8, 0]], ""2"": [[2, 0], [4, 0], [7, 0]], ""195330804"": [[5, 2]], ""614173298"": [[3, 1]], ""1051266860"": [[2, 2]], ""1925119502"": [[7, 2]], ""2136164837"": [[3, 2]], ""2558574980"": [[1, 2]], ""3205495869"": [[0, 1]], ""3205496003"": [[8, 1]], ""3205496824"": [[4, 1]], ""3766523334"": [[6, 1]], ""3766532902"": [[1, 1]], ""3766532953"": [[5, 1]], ""3768571706"": [[2, 1], [7, 1]], ""4110074558"": [[6, 2]]}",Lemon,Pungent,Sharp,Fruity,Sulp,Sweet,Septic,Cabbage,Marshy,Vegetables,Sulphur,Chemical,Sickening,Nature,Rotten,Hydrocar,Alliaceous,Fragrant,,,,,,,,,,,,,,,,,,
CCOC(=O)C=Cc1ccccc1,103-36-6,4P///wAEAAAUAAAAAAICcAxaPQICTnBcgjYdAFYKGjwdACwO,"{""0"": [[0, 0], [1, 0], [3, 0], [5, 0], [6, 0]], ""2"": [[2, 0], [4, 0]], ""4"": [[7, 0], [8, 0], [9, 0], [10, 0], [11, 0], [12, 0]], ""195330162"": [[5, 2]], ""594405804"": [[7, 1]], ""614173298"": [[3, 1]], ""1051266860"": [[2, 2]], ""1230563926"": [[9, 2], [10, 2], [11, 2]], ""1788393210"": [[6, 2]], ""1912436098"": [[7, 2]], ""2136164837"": [[3, 2]], ""2558574980"": [[1, 2]], ""3205495869"": [[0, 1]], ""3205496824"": [[4, 1]], ""3532240404"": [[8, 2], [12, 2]], ""3764344801"": [[8, 1], [9, 1], [10, 1], [11, 1], [12, 1]], ""3766522948"": [[6, 1]], ""3766532902"": [[1, 1]], ""3766532953"": [[5, 1]], ""3768571706"": [[2, 1]]}",Floral,Spices,Food,Sweet,Fruity,Caramel,Nature,Balsamic,Soft floral,Fragrant,,,,,,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)C=Cc1ccco1,623-20-1,4P///wAEAAAZAAAAAAICAmwMWiABAmpUKKZGHi4tAAoaPBR2gCoADg==,"{""0"": [[0, 0], [1, 0], [3, 0], [5, 0], [6, 0]], ""2"": [[2, 0], [4, 0]], ""4"": [[7, 0], [8, 0], [9, 0], [10, 0]], ""6"": [[11, 0]], ""195330162"": [[5, 2]], ""594405818"": [[7, 1]], ""614173298"": [[3, 1]], ""1051266860"": [[2, 2]], ""1230564256"": [[9, 2]], ""1251070542"": [[10, 2]], ""1310279162"": [[7, 2]], ""1788390244"": [[6, 2]], ""2136164837"": [[3, 2]], ""2558574980"": [[1, 2]], ""3205495869"": [[0, 1]], ""3205496824"": [[4, 1]], ""3514530458"": [[11, 2]], ""3532241538"": [[8, 2]], ""3764335747"": [[11, 1]], ""3764344801"": [[8, 1], [9, 1]], ""3764344823"": [[10, 1]], ""3766522948"": [[6, 1]], ""3766532902"": [[1, 1]], ""3766532953"": [[5, 1]], ""3768571706"": [[2, 1]]}",Floral,Sweet,Fruity,Nature,Balsamic,Fragrant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)CC,105-37-3,4P///wAEAAAMAAAAAAJ0akECtQGgqBoKGvUADg==,"{""0"": [[0, 0], [1, 0], [3, 0], [5, 0], [6, 0]], ""2"": [[2, 0], [4, 0]], ""614173298"": [[3, 1]], ""679236723"": [[5, 2]], ""1051266860"": [[2, 2]], ""2123333315"": [[3, 2]], ""2558574980"": [[1, 2]], ""3205495869"": [[0, 1], [6, 1]], ""3205496824"": [[4, 1]], ""3766532888"": [[5, 1]], ""3766532902"": [[1, 1]], ""3768571706"": [[2, 1]]}",Sweet,Fruity,Beverage,Non-citrus fruity,Chemical,Nature,Foul,Hydrocar,Fragrant,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)CC(=O)OCC,105-53-3,4P///wAEAAAMAAAAAAJ0GQO1AYoUqBoKGvUADg==,"{""0"": [[0, 0], [1, 0], [3, 0], [5, 0], [6, 0], [9, 0], [10, 0]], ""2"": [[2, 0], [4, 0], [7, 0], [8, 0]], ""614173298"": [[3, 1], [6, 1]], ""1051266860"": [[2, 2], [8, 2]], ""1333839544"": [[5, 2]], ""2123333315"": [[3, 2], [6, 2]], ""2558574980"": [[1, 2], [9, 2]], ""3205495869"": [[0, 1], [10, 1]], ""3205496824"": [[4, 1], [7, 1]], ""3766532888"": [[5, 1]], ""3766532902"": [[1, 1], [9, 1]], ""3768571706"": [[2, 1], [8, 1]]}",Sweet,Fruity,Green,Nature,Fragrant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)CC(=O)OCc1ccccc1,42998-51-6,4P///wAEAAAVAAAAAAICODZ2AQEQgE7OgjaKFKgaChqZACwO,"{""0"": [[0, 0], [1, 0], [3, 0], [5, 0], [6, 0], [9, 0]], ""2"": [[2, 0], [4, 0], [7, 0], [8, 0]], ""4"": [[10, 0], [11, 0], [12, 0], [13, 0], [14, 0], [15, 0]], ""594405804"": [[10, 1]], ""614173298"": [[3, 1], [6, 1]], ""1051219267"": [[8, 2]], ""1051266860"": [[2, 2]], ""1230563926"": [[12, 2], [13, 2], [14, 2]], ""1333839544"": [[5, 2]], ""1780633914"": [[9, 2]], ""1910602785"": [[10, 2]], ""2123333315"": [[3, 2], [6, 2]], ""2558574980"": [[1, 2]], ""3205495869"": [[0, 1]], ""3205496824"": [[4, 1], [7, 1]], ""3532240404"": [[11, 2], [15, 2]], ""3764344801"": [[11, 1], [12, 1], [13, 1], [14, 1], [15, 1]], ""3766523001"": [[9, 1]], ""3766532888"": [[5, 1]], ""3766532902"": [[1, 1]], ""3768571706"": [[2, 1], [8, 1]]}",Sweet,Fruity,Beverage,Nature,Fragrant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)CC(=O)c1ccccc1,94-02-0,4P///wAEAAAUAAAAAAICOjSKLQFoTs6CNqCoGgoamQAcDg4=,"{""0"": [[0, 0], [1, 0], [3, 0], [5, 0], [6, 0]], ""2"": [[2, 0], [4, 0], [7, 0]], ""4"": [[8, 0], [9, 0], [10, 0], [11, 0], [12, 0], [13, 0]], ""594405804"": [[8, 1]], ""614173298"": [[3, 1]], ""614173680"": [[6, 1]], ""1051266860"": [[2, 2]], ""1230563926"": [[10, 2], [11, 2], [12, 2]], ""1333838882"": [[5, 2]], ""1999605071"": [[6, 2]], ""2123333315"": [[3, 2]], ""2558574980"": [[1, 2]], ""2617347203"": [[8, 2]], ""3205495869"": [[0, 1]], ""3205496824"": [[4, 1], [7, 1]], ""3532240404"": [[9, 2], [13, 2]], ""3764344801"": [[9, 1], [10, 1], [11, 1], [12, 1], [13, 1]], ""3766532888"": [[5, 1]], ""3766532902"": [[1, 1]], ""3768571706"": [[2, 1]]}",Solvent,Fuel,Phenolic,Sweet,Fruity,Vegetation,Beverage,Non-citrus fruity,Hydrocarbo,Nature,Resinous,Medicinal,Grassy,Gas Station,Woody,Fragrant,,,,,,,,,,,,,,,,,,,,
CCOC(=O)CC(C)=O,141-97-9,4P///wAEAAAOAAAAAAJ0uQIutQFYRgqcGgoa9QAO,"{""0"": [[0, 0], [1, 0], [3, 0], [5, 0], [6, 0], [7, 0]], ""2"": [[2, 0], [4, 0], [8, 0]], ""614173298"": [[3, 1]], ""614176457"": [[6, 1]], ""1051266860"": [[2, 2]], ""1334000287"": [[5, 2]], ""1699286380"": [[6, 2]], ""2123333315"": [[3, 2]], ""2558574980"": [[1, 2]], ""3205495869"": [[0, 1], [7, 1]], ""3205496824"": [[4, 1], [8, 1]], ""3766532888"": [[5, 1]], ""3766532902"": [[1, 1]], ""3768571706"": [[2, 1]]}",Sweet,Fresh,Fruity,Beverage,Chemical,Estery,Green,Nature,Hydrocar,Fragrant,,,,,,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)CC(C)C,108-64-5,4P///wAEAAAOAAAAAAJ0IQJ6tQEifKIEGgoa9QAO,"{""0"": [[0, 0], [1, 0], [3, 0], [5, 0], [6, 0], [7, 0], [8, 0]], ""2"": [[2, 0], [4, 0]], ""614173298"": [[3, 1]], ""614176388"": [[6, 1]], ""894540565"": [[6, 2]], ""1051266860"": [[2, 2]], ""1334000966"": [[5, 2]], ""2123333315"": [[3, 2]], ""2558574980"": [[1, 2]], ""3205495869"": [[0, 1], [7, 1], [8, 1]], ""3205496824"": [[4, 1]], ""3766532888"": [[5, 1]], ""3766532902"": [[1, 1]], ""3768571706"": [[2, 1]]}",Lemon,Pungent,Sharp,Fruity,Sweet,Other,Non-citrus fruity,Chemical,Sickening,Estery,Green,Nature,Citrus,Grassy,Nose Feel,Hydrocar,Woody,Fragrant,,,,,,,,,,,,,,,,,,
CCOC(=O)CC(C)CC,5870-68-8,4P///wAEAAAPAAAAAAJ0IQJ6NnpNACJ8qBoKGvUADg==,"{""0"": [[0, 0], [1, 0], [3, 0], [5, 0], [6, 0], [7, 0], [8, 0], [9, 0]], ""2"": [[2, 0], [4, 0]], ""614173298"": [[3, 1]], ""614176388"": [[6, 1]], ""671173024"": [[8, 2]], ""1051266860"": [[2, 2]], ""1334000966"": [[5, 2]], ""2110141918"": [[6, 2]], ""2123333315"": [[3, 2]], ""2558574980"": [[1, 2]], ""3205495869"": [[0, 1], [7, 1], [9, 1]], ""3205496824"": [[4, 1]], ""3766532888"": [[5, 1], [8, 1]], ""3766532902"": [[1, 1]], ""3768571706"": [[2, 1]]}",Sweet,Fruity,Non-citrus fruity,Nature,Other,Fragrant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)CC(C)CC(C)(C)C,67707-75-9,4P///wAEAAARAAAAAAJ0IQJ6sij8DBR8qBoKGsayDg==,"{""0"": [[0, 0], [1, 0], [3, 0], [5, 0], [6, 0], [7, 0], [8, 0], [9, 0], [10, 0], [11, 0], [12, 0]], ""2"": [[2, 0], [4, 0]], ""505014905"": [[9, 2]], ""614173298"": [[3, 1]], ""614176388"": [[6, 1]], ""684899230"": [[8, 2]], ""1051266860"": [[2, 2]], ""1334000966"": [[5, 2]], ""2110141918"": [[6, 2]], ""2123333315"": [[3, 2]], ""2558574980"": [[1, 2]], ""3205495869"": [[0, 1], [7, 1], [10, 1], [11, 1], [12, 1]], ""3205496824"": [[4, 1]], ""3208849907"": [[9, 1]], ""3766532888"": [[5, 1], [8, 1]], ""3766532902"": [[1, 1]], ""3768571706"": [[2, 1]]}",Floral,Sweet,Rancid,Fruity,Putrid,Beverage,Nature,Microbiological,Fragrant,,,,,,,,,,,,,,,,,,,,,,,,,,,
