standardized_smiles,CAS-Id,fcfp_compact,fcfp_environments,odor_1,odor_2,odor_3,odor_4,odor_5,odor_6,odor_7,odor_8,odor_9,odor_10,odor_11,odor_12,odor_13,odor_14,odor_15,odor_16,odor_17,odor_18,odor_19,odor_20,odor_21,odor_22,odor_23,odor_24,odor_25,odor_26,odor_27
CC1CCCCCCCCCCCCC(=O)C1,10403-00-6/541-91-3/542-28-9,4P///wAEAAANAAAAAAJ0mQBZAGRCGqqeiJx9AQ4=,"{""0"": [[0, 0], [1, 0], [2, 0], [3, 0], [4, 0], [5, 0], [6, 0], [7, 0], [8, 0], [9, 0], [10, 0], [11, 0], [12, 0], [13, 0], [14, 0], [16, 0]], ""2"": [[15, 0]], ""193987812"": [[13, 2]], ""193992059"": [[2, 2]], ""614176388"": [[1, 1]], ""614176457"": [[14, 1]], ""1334060596"": [[16, 2]], ""2110141918"": [[1, 2]], ""3021488558"": [[14, 2]], ""3205495869"": [[0, 1]], ""3205496824"": [[15, 1]], ""3766532888"": [[2, 1], [3, 1], [4, 1], [5, 1], [6, 1], [7, 1], [8, 1], [9, 1], [10, 1], [11, 1], [12, 1], [13, 1], [16, 1]], ""4203103696"": [[3, 2], [4, 2], [5, 2], [6, 2], [7, 2], [8, 2], [9, 2], [10, 2], [11, 2], [12, 2]]}",Sweet,Animal,Natural,Lactonic,Fruity,Powdery,Musk,Floral,,,,,,,,,,,,,,,,,,,
CC1CCCCN1,109-05-7,4P///wAEAAANAAAAACRS5AUBumxSav5gNAIpAQ==,"{""0"": [[0, 0], [1, 0], [2, 0], [3, 0], [4, 0], [5, 0]], ""19"": [[6, 0]], ""193989127"": [[2, 2]], ""614176359"": [[1, 1]], ""1314012903"": [[6, 2]], ""2118939824"": [[1, 2]], ""3205495869"": [[0, 1]], ""3766532888"": [[2, 1], [3, 1], [4, 1]], ""3766532917"": [[5, 1]], ""3766674802"": [[6, 1]], ""4203102769"": [[4, 2]], ""4203103696"": [[3, 2]], ""4203214643"": [[5, 2]]}",Corn,Cheese,Fishy,Roasted,Ammonia,Brown,Taco,Nutty,Sea,Food,,,,,,,,,,,,,,,,,
CC1CCOC(C=Cc2ccccc2)O1,5420-98-4,4P///wAEAAAYAAAAAAICcAwSjLEBUs4YIkQuBi7eOhomPHhsJjw=,"{""0"": [[0, 0], [1, 0], [2, 0], [3, 0], [5, 0], [6, 0], [7, 0]], ""2"": [[4, 0], [14, 0]], ""4"": [[8, 0], [9, 0], [10, 0], [11, 0], [12, 0], [13, 0]], ""193991758"": [[2, 2]], ""195344278"": [[6, 2]], ""594405804"": [[8, 1]], ""614173235"": [[5, 1]], ""614176394"": [[1, 1]], ""1051287154"": [[4, 2]], ""1230563926"": [[10, 2], [11, 2], [12, 2]], ""1344593045"": [[5, 2]], ""1788393210"": [[7, 2]], ""1912436098"": [[8, 2]], ""1924491886"": [[14, 2]], ""2121762765"": [[1, 2]], ""3205495869"": [[0, 1]], ""3532240404"": [[9, 2], [13, 2]], ""3764344801"": [[9, 1], [10, 1], [11, 1], [12, 1], [13, 1]], ""3766522948"": [[7, 1]], ""3766532888"": [[2, 1]], ""3766532902"": [[3, 1]], ""3766532953"": [[6, 1]], ""3768571706"": [[4, 1], [14, 1]], ""4196921889"": [[3, 2]]}",Sweet,Spices,Warm,Candy,Cinnamyl,,,,,,,,,,,,,,,,,,,,,,
CC1CCOC(c2ccccc2)C1,94201-73-7,4P///wAEAAAUAAAAAAICcLkDYmoAFiZAWogieBomisA6AA==,"{""0"": [[0, 0], [1, 0], [2, 0], [3, 0], [5, 0], [12, 0]], ""2"": [[4, 0]], ""4"": [[6, 0], [7, 0], [8, 0], [9, 0], [10, 0], [11, 0]], ""193989321"": [[2, 2]], ""527640283"": [[5, 2]], ""594405804"": [[6, 1]], ""614173237"": [[5, 1]], ""614176388"": [[1, 1]], ""1051287551"": [[4, 2]], ""1230563926"": [[8, 2], [9, 2], [10, 2]], ""1333946901"": [[12, 2]], ""2110141918"": [[1, 2]], ""2624878464"": [[6, 2]], ""3205495869"": [[0, 1]], ""3532240404"": [[7, 2], [11, 2]], ""3764344801"": [[7, 1], [8, 1], [9, 1], [10, 1], [11, 1]], ""3766532888"": [[2, 1], [12, 1]], ""3766532902"": [[3, 1]], ""3768571706"": [[4, 1]], ""4196921889"": [[3, 2]]}",Fresh,Rose,Parsley,Phenolic,Bitter,Herbal,Green,Floral,,,,,,,,,,,,,,,,,,,
CC1CCOC2(CCCCC2)O1,6413-26-9,4P///wAEAAAQAAAAAAJ0IALIdQD4oIRKxlIaJkkAZA==,"{""0"": [[0, 0], [1, 0], [2, 0], [3, 0], [5, 0], [6, 0], [7, 0], [8, 0], [9, 0], [10, 0]], ""2"": [[4, 0], [11, 0]], ""193991758"": [[2, 2]], ""614176394"": [[1, 1]], ""2121762765"": [[1, 2]], ""2278437045"": [[4, 2]], ""2395733331"": [[6, 2], [10, 2]], ""3205495869"": [[0, 1]], ""3208861284"": [[5, 1]], ""3684027472"": [[11, 2]], ""3766532888"": [[2, 1], [6, 1], [7, 1], [8, 1], [9, 1], [10, 1]], ""3766532902"": [[3, 1]], ""3768571706"": [[4, 1], [11, 1]], ""4095533806"": [[5, 2]], ""4196921889"": [[3, 2]], ""4203103696"": [[7, 2], [8, 2], [9, 2]]}",Woody,Eucalyptus,Herbal,,,,,,,,,,,,,,,,,,,,,,,,
CC1CCc2nccnc21,23747-48-0,4P///wAEAAARAAAAAAYCbIrZAq6CZiKaXhICgQAEXBA=,"{""0"": [[0, 0], [1, 0], [2, 0], [3, 0]], ""4"": [[4, 0], [6, 0], [7, 0], [9, 0]], ""6"": [[5, 0], [8, 0]], ""193991624"": [[2, 2]], ""272445160"": [[3, 2]], ""546601490"": [[9, 2]], ""594405818"": [[4, 1], [9, 1]], ""614176392"": [[1, 1]], ""1251070548"": [[6, 2], [7, 2]], ""2380440517"": [[4, 2]], ""3205495869"": [[0, 1]], ""3273804578"": [[1, 2]], ""3514530458"": [[5, 2], [8, 2]], ""3764335747"": [[5, 1], [8, 1]], ""3764344823"": [[6, 1], [7, 1]], ""3766532888"": [[2, 1]], ""3766532900"": [[3, 1]]}",Earthy,Sweet,Corn,Savory,Baked potato,Roasted,Grain,Coffee,Baked,Toasty,Peanut,Musty,Nutty,Meaty,,,,,,,,,,,,,
CC1COC(C(C)C)O1,67879-60-1,4P///wAEAAAOAAAAAAJ01QV0BhYKCmYasiaa7g==,"{""0"": [[0, 0], [1, 0], [2, 0], [4, 0], [5, 0], [6, 0], [7, 0]], ""2"": [[3, 0], [8, 0]], ""174871244"": [[2, 2]], ""614173235"": [[4, 1]], ""614176388"": [[5, 1]], ""614176394"": [[1, 1]], ""1051287154"": [[3, 2]], ""1924491886"": [[8, 2]], ""2121767614"": [[1, 2]], ""2353414782"": [[5, 2]], ""3205495869"": [[0, 1], [6, 1], [7, 1]], ""3766532902"": [[2, 1]], ""3768571706"": [[3, 1], [8, 1]], ""4067911560"": [[4, 2]]}",Winey,,,,,,,,,,,,,,,,,,,,,,,,,,
CC1COC(C(C)c2ccccc2)O1,67634-23-5,4P///wAEAAAUAAAAAAICcBkBMDkAzjxELgYqAmYasiYeWQA8,"{""0"": [[0, 0], [1, 0], [2, 0], [4, 0], [5, 0], [6, 0]], ""2"": [[3, 0], [13, 0]], ""4"": [[7, 0], [8, 0], [9, 0], [10, 0], [11, 0], [12, 0]], ""174871244"": [[2, 2]], ""594405804"": [[7, 1]], ""614173235"": [[4, 1]], ""614176392"": [[5, 1]], ""614176394"": [[1, 1]], ""1051287154"": [[3, 2]], ""1230563926"": [[9, 2], [10, 2], [11, 2]], ""1924491886"": [[13, 2]], ""2121767614"": [[1, 2]], ""2614549322"": [[5, 2]], ""2627997981"": [[7, 2]], ""3205495869"": [[0, 1], [6, 1]], ""3532240404"": [[8, 2], [12, 2]], ""3764344801"": [[8, 1], [9, 1], [10, 1], [11, 1], [12, 1]], ""3766532902"": [[2, 1]], ""3768571706"": [[3, 1], [13, 1]], ""4067927300"": [[4, 2]]}",Earthy,Mushroom,Herbal,Musty,Chicken,Green,New mown hay,,,,,,,,,,,,,,,,,,,,
CC1COC(C)(C(C)O)O1,94089-23-3,4P///wAEAAAQAAAAAAIAciSUMnkCPQBKGEwasib5AAw=,"{""0"": [[0, 0], [1, 0], [2, 0], [4, 0], [5, 0], [6, 0], [7, 0]], ""2"": [[3, 0], [9, 0]], ""3"": [[8, 0]], ""174871244"": [[2, 2]], ""597762203"": [[4, 2]], ""614176394"": [[1, 1]], ""614176407"": [[6, 1]], ""792808916"": [[6, 2]], ""2121767614"": [[1, 2]], ""2278437045"": [[3, 2]], ""3205495869"": [[0, 1], [5, 1], [7, 1]], ""3205496825"": [[8, 1]], ""3208861284"": [[4, 1]], ""3684027472"": [[9, 2]], ""3766532902"": [[2, 1]], ""3768571706"": [[3, 1], [9, 1]]}",Buttery,Fruity,Mild,,,,,,,,,,,,,,,,,,,,,,,,
CC1COC(C)(C)O1,1193-11-9,4P///wAEAAAMAAAAAAJ0JMi5BEpmGgaqJhUB,"{""0"": [[0, 0], [1, 0], [2, 0], [4, 0], [5, 0], [6, 0]], ""2"": [[3, 0], [7, 0]], ""174871244"": [[2, 2]], ""614176394"": [[1, 1]], ""2121767614"": [[1, 2]], ""2278437045"": [[3, 2]], ""3161528016"": [[4, 2]], ""3205495869"": [[0, 1], [5, 1], [6, 1]], ""3208861284"": [[4, 1]], ""3684027472"": [[7, 2]], ""3766532902"": [[2, 1]], ""3768571706"": [[3, 1], [7, 1]]}",Earthy,Tomato,Potato,Asparagus,Potato Bin,Raw potato,Ether,Moldy,Vegetable,Raw,Musty,Green,,,,,,,,,,,,,,,
CC1COC(C)O1,3390-12--3,4P///wAEAAAMAAAAAAJ01QV0Bi5mGrImLQBy,"{""0"": [[0, 0], [1, 0], [2, 0], [4, 0], [5, 0]], ""2"": [[3, 0], [6, 0]], ""174871244"": [[2, 2]], ""614173235"": [[4, 1]], ""614176394"": [[1, 1]], ""1051287154"": [[3, 2]], ""1924491886"": [[6, 2]], ""2121767614"": [[1, 2]], ""3036660678"": [[4, 2]], ""3205495869"": [[0, 1], [5, 1]], ""3766532902"": [[2, 1]], ""3768571706"": [[3, 1], [6, 1]]}",Grassy,"Grassy(Green, Sharp)",Green,Fruity,,,,,,,,,,,,,,,,,,,,,,,
CC1COC(C=Cc2ccccc2)O1,4353-01--9,4P///wAEAAAWAAAAAAICcAygsQFSzjxELgYuZhpaViY8eJQ8,"{""0"": [[0, 0], [1, 0], [2, 0], [4, 0], [5, 0], [6, 0]], ""2"": [[3, 0], [13, 0]], ""4"": [[7, 0], [8, 0], [9, 0], [10, 0], [11, 0], [12, 0]], ""174871244"": [[2, 2]], ""195344278"": [[5, 2]], ""594405804"": [[7, 1]], ""614173235"": [[4, 1]], ""614176394"": [[1, 1]], ""1051287154"": [[3, 2]], ""1230563926"": [[9, 2], [10, 2], [11, 2]], ""1344593045"": [[4, 2]], ""1788393210"": [[6, 2]], ""1912436098"": [[7, 2]], ""1924491886"": [[13, 2]], ""2121767614"": [[1, 2]], ""3205495869"": [[0, 1]], ""3532240404"": [[8, 2], [12, 2]], ""3764344801"": [[8, 1], [9, 1], [10, 1], [11, 1], [12, 1]], ""3766522948"": [[6, 1]], ""3766532902"": [[2, 1]], ""3766532953"": [[5, 1]], ""3768571706"": [[3, 1], [13, 1]]}",Cinnamyl,Spices,,,,,,,,,,,,,,,,,,,,,,,,,
CC1COC(c2ccccc2)O1,2568-25-4,4P///wAEAAASAAAAAAICcC0AiQFSeoIMJjBmGrImcNo8,"{""0"": [[0, 0], [1, 0], [2, 0], [4, 0]], ""2"": [[3, 0], [11, 0]], ""4"": [[5, 0], [6, 0], [7, 0], [8, 0], [9, 0], [10, 0]], ""174871244"": [[2, 2]], ""594405804"": [[5, 1]], ""613542358"": [[4, 1]], ""614176394"": [[1, 1]], ""835627633"": [[3, 2]], ""1230563926"": [[7, 2], [8, 2], [9, 2]], ""1916819657"": [[4, 2]], ""1975713373"": [[11, 2]], ""2121767614"": [[1, 2]], ""2331561843"": [[5, 2]], ""3205495869"": [[0, 1]], ""3532240404"": [[6, 2], [10, 2]], ""3764344801"": [[6, 1], [7, 1], [8, 1], [9, 1], [10, 1]], ""3766532902"": [[2, 1]], ""3768571706"": [[3, 1], [11, 1]]}",Woody,Sweet,Narcissus,Moth Balls,Bitter,Fruity,Floral,,,,,,,,,,,,,,,,,,,,
CC1COCc2cc3c(cc21)C(C)(C)C(C)C3(C)C,1222-05-5,4P///wAEAAAWAAAAAAICcAIWFAoANqTaoECEUQAGOkS4JpkAPA==,"{""0"": [[0, 0], [1, 0], [2, 0], [4, 0], [11, 0], [12, 0], [13, 0], [14, 0], [15, 0], [16, 0], [17, 0], [18, 0]], ""2"": [[3, 0]], ""4"": [[5, 0], [6, 0], [7, 0], [8, 0], [9, 0], [10, 0]], ""174871645"": [[2, 2]], ""594405804"": [[8, 1], [5, 1], [10, 1], [7, 1]], ""614176388"": [[14, 1]], ""614176392"": [[1, 1]], ""758552230"": [[8, 2], [7, 2]], ""767018059"": [[9, 2], [6, 2]], ""777888972"": [[10, 2]], ""1090819158"": [[3, 2]], ""1780633914"": [[4, 2]], ""2260455487"": [[11, 2], [16, 2]], ""2369513161"": [[14, 2]], ""3205495869"": [[0, 1], [12, 1], [13, 1], [15, 1], [17, 1], [18, 1]], ""3208849903"": [[11, 1], [16, 1]], ""3274137692"": [[1, 2]], ""3764344801"": [[6, 1], [9, 1]], ""3766523001"": [[4, 1]], ""3766532902"": [[2, 1]], ""3768571706"": [[3, 1]], ""4194890123"": [[5, 2]]}",Ether,Musk,Sweet,Floral,,,,,,,,,,,,,,,,,,,,,,,
CC1COCc2cc3c(cc21)C(C)(C)CCC3(C)C,1922-67-4,4P///wAEAAAWAAAAAAICcBoUCgA2pNp0KkCEhKo64hommQA8,"{""0"": [[0, 0], [1, 0], [2, 0], [4, 0], [11, 0], [12, 0], [13, 0], [14, 0], [15, 0], [16, 0], [17, 0], [18, 0]], ""2"": [[3, 0]], ""4"": [[5, 0], [6, 0], [7, 0], [8, 0], [9, 0], [10, 0]], ""174871645"": [[2, 2]], ""290936370"": [[11, 2], [16, 2]], ""594405804"": [[8, 1], [5, 1], [10, 1], [7, 1]], ""614176392"": [[1, 1]], ""758552230"": [[8, 2], [7, 2]], ""767018059"": [[9, 2], [6, 2]], ""777888972"": [[10, 2]], ""1090819158"": [[3, 2]], ""1780633914"": [[4, 2]], ""2407446901"": [[14, 2], [15, 2]], ""3205495869"": [[0, 1], [12, 1], [13, 1], [17, 1], [18, 1]], ""3208849903"": [[11, 1], [16, 1]], ""3274137692"": [[1, 2]], ""3764344801"": [[6, 1], [9, 1]], ""3766523001"": [[4, 1]], ""3766532888"": [[14, 1], [15, 1]], ""3766532902"": [[2, 1]], ""3768571706"": [[3, 1]], ""4194890123"": [[5, 2]]}",Musk,,,,,,,,,,,,,,,,,,,,,,,,,,
CC1CSCS1,50363-43-4,4P///wAEAAAMAAAAAAJ0gnqlAl0AFGYasiYVAQ==,"{""0"": [[0, 0], [1, 0], [2, 0], [4, 0]], ""2"": [[3, 0], [5, 0]], ""174871244"": [[2, 2]], ""614176394"": [[1, 1]], ""1054019199"": [[5, 2]], ""1090821607"": [[3, 2]], ""2121767614"": [[1, 2]], ""3205495869"": [[0, 1]], ""3766523007"": [[4, 1]], ""3766532902"": [[2, 1]], ""3768571706"": [[3, 1], [5, 1]], ""4102540477"": [[4, 2]]}",Sulphurous,Alliaceous,Tomato,,,,,,,,,,,,,,,,,,,,,,,,
CC1NC(C(C)C)SC(C)S1,104691-41-0,4P///wAEAAAPAAAAAAIgDEQOsQI2/iocoNUAoHRy,"{""0"": [[0, 0], [1, 0], [3, 0], [4, 0], [5, 0], [6, 0], [8, 0], [9, 0]], ""2"": [[7, 0], [10, 0]], ""19"": [[2, 0]], ""614173220"": [[3, 1], [1, 1]], ""614173235"": [[8, 1]], ""614176388"": [[4, 1]], ""1924491790"": [[7, 2], [10, 2]], ""2354660378"": [[4, 2]], ""2654266766"": [[3, 2]], ""2885706821"": [[1, 2]], ""2992454539"": [[2, 2]], ""3036660678"": [[8, 2]], ""3205495869"": [[0, 1], [5, 1], [6, 1], [9, 1]], ""3766674802"": [[2, 1]], ""3768571706"": [[7, 1], [10, 1]]}",Peanut,Meaty,Cocoa,,,,,,,,,,,,,,,,,,,,,,,,
CC1NC(C)SC(C(C)C)S1,104691-40-9,4P///wAEAAAOAAAAAAIgUg6xAm0AKhyUCtUAmgTo,"{""0"": [[0, 0], [1, 0], [3, 0], [4, 0], [6, 0], [7, 0], [8, 0], [9, 0]], ""2"": [[5, 0], [10, 0]], ""19"": [[2, 0]], ""614173220"": [[3, 1], [1, 1]], ""614173235"": [[6, 1]], ""614176388"": [[7, 1]], ""1924491790"": [[5, 2], [10, 2]], ""2353414782"": [[7, 2]], ""2885706821"": [[3, 2], [1, 2]], ""2992454539"": [[2, 2]], ""3205495869"": [[0, 1], [4, 1], [8, 1], [9, 1]], ""3766674802"": [[2, 1]], ""3768571706"": [[5, 1], [10, 1]], ""4067911560"": [[6, 2]]}",Groundnut,Sulphurous,Roasted,Cocoa,,,,,,,,,,,,,,,,,,,,,,,
CC1NC(C)SC(C)S1,638-17-5,4P///wAEAAAMAAAAAAIgUg6xAm0AKhwZAqB0cg==,"{""0"": [[0, 0], [1, 0], [3, 0], [4, 0], [6, 0], [7, 0]], ""2"": [[5, 0], [8, 0]], ""19"": [[2, 0]], ""614173220"": [[3, 1], [1, 1]], ""614173235"": [[6, 1]], ""1924491790"": [[5, 2], [8, 2]], ""2885706821"": [[3, 2], [1, 2]], ""2992454539"": [[2, 2]], ""3036660678"": [[6, 2]], ""3205495869"": [[0, 1], [4, 1], [7, 1]], ""3766674802"": [[2, 1]], ""3768571706"": [[5, 1], [8, 1]]}",Earthy,Sulphurous,Corn,Musty,Hazelnut,Nutty,Meaty,Clam,,,,,,,,,,,,,,,,,,,
CC1NCCS1,24050-16-6,4P///wAEAAAOAAAAAAIgUg59AZgJAFw9AGp2HAgVAQ==,"{""0"": [[0, 0], [1, 0], [3, 0], [4, 0]], ""2"": [[5, 0]], ""19"": [[2, 0]], ""614173220"": [[1, 1]], ""1051284773"": [[5, 2]], ""1313934004"": [[2, 2]], ""2885706821"": [[1, 2]], ""3205495869"": [[0, 1]], ""3766532902"": [[4, 1]], ""3766532917"": [[3, 1]], ""3766674802"": [[2, 1]], ""3768571706"": [[5, 1]], ""4196920042"": [[4, 2]], ""4203113973"": [[3, 2]]}",Sweet,Cooked,Brothy,Fishy,Meaty,,,,,,,,,,,,,,,,,,,,,,
CC1OC(C)(O)C(C)OC1(C)O,23147-57-1,4P///wAEAAALAAAAAAIAcibhBSxQvQBSUQAM,"{""0"": [[0, 0], [1, 0], [3, 0], [4, 0], [6, 0], [7, 0], [9, 0], [10, 0]], ""2"": [[2, 0], [8, 0]], ""3"": [[5, 0], [11, 0]], ""614176394"": [[6, 1], [1, 1]], ""2887984996"": [[3, 2], [9, 2]], ""2942000714"": [[6, 2], [1, 2]], ""3205495869"": [[0, 1], [4, 1], [7, 1], [10, 1]], ""3205496825"": [[5, 1], [11, 1]], ""3208861281"": [[3, 1], [9, 1]], ""3684027473"": [[2, 2], [8, 2]], ""3768571706"": [[2, 1], [8, 1]]}",Milky,Creamy,Buttery,Dairy,,,,,,,,,,,,,,,,,,,,,,,
CC1OC(C)C2Cc3ccccc3C2O1,27606-09-3,4P///wAEAAAXAAAAAAICcFUBxGrOHhwCBjgWFioKTuIqEAkANDw=,"{""0"": [[0, 0], [1, 0], [3, 0], [4, 0], [5, 0], [6, 0], [13, 0]], ""2"": [[2, 0], [14, 0]], ""4"": [[7, 0], [8, 0], [9, 0], [10, 0], [11, 0], [12, 0]], ""594405804"": [[7, 1], [12, 1]], ""614173235"": [[1, 1]], ""614173237"": [[13, 1]], ""614176388"": [[5, 1]], ""614176394"": [[3, 1]], ""772311414"": [[12, 2]], ""1230563926"": [[9, 2], [10, 2]], ""1546741426"": [[6, 2]], ""1924491886"": [[2, 2]], ""1924493123"": [[14, 2]], ""2330810937"": [[5, 2]], ""2370296356"": [[7, 2]], ""2825452819"": [[3, 2]], ""3036660678"": [[1, 2]], ""3205495869"": [[0, 1], [4, 1]], ""3479698018"": [[13, 2]], ""3532240404"": [[8, 2], [11, 2]], ""3764344801"": [[8, 1], [9, 1], [10, 1], [11, 1]], ""3766532900"": [[6, 1]], ""3768571706"": [[2, 1], [14, 1]]}",Gardenia,Grapefruit,Narcissus,Magnolia,Geranium,Green,Floral,,,,,,,,,,,,,,,,,,,,
CC1OC(C)OC(C)O1,123-63-7,4P///wAEAAAHAAAAAAJ01QUZAjzYcg==,"{""0"": [[0, 0], [1, 0], [3, 0], [4, 0], [6, 0], [7, 0]], ""2"": [[2, 0], [5, 0], [8, 0]], ""614173235"": [[3, 1], [6, 1], [1, 1]], ""1924493145"": [[5, 2], [2, 2], [8, 2]], ""3036660678"": [[3, 2], [1, 2], [6, 2]], ""3205495869"": [[0, 1], [4, 1], [7, 1]], ""3768571706"": [[2, 1], [5, 1], [8, 1]]}",Sweet,Aromatic,,,,,,,,,,,,,,,,,,,,,,,,,
CC1OC(Cc2ccccc2)OC1C,5468-06--4,4P///wAEAAARAAAAAAICOjS5A05+PEQuNmjIKpkAAjg=,"{""0"": [[0, 0], [1, 0], [3, 0], [4, 0], [12, 0], [13, 0]], ""2"": [[2, 0], [11, 0]], ""4"": [[5, 0], [6, 0], [7, 0], [8, 0], [9, 0], [10, 0]], ""594405804"": [[5, 1]], ""614173235"": [[3, 1]], ""614176394"": [[1, 1], [12, 1]], ""1230563926"": [[7, 2], [8, 2], [9, 2]], ""1327368660"": [[5, 2]], ""1546742755"": [[4, 2]], ""1924491886"": [[2, 2], [11, 2]], ""2825427647"": [[1, 2], [12, 2]], ""3205495869"": [[0, 1], [13, 1]], ""3388715042"": [[3, 2]], ""3532240404"": [[6, 2], [10, 2]], ""3764344801"": [[6, 1], [7, 1], [8, 1], [9, 1], [10, 1]], ""3766532900"": [[4, 1]], ""3768571706"": [[2, 1], [11, 1]]}",Earthy,Sweet,Herbal,Musty,Floral,,,,,,,,,,,,,,,,,,,,,,
CC1OC(c2ccccc2)OC1C,4359-31-3,4P///wAEAAAPAAAAAAICcC0AiQFSeoIMWGj0cNo8,"{""0"": [[0, 0], [1, 0], [3, 0], [11, 0], [12, 0]], ""2"": [[2, 0], [10, 0]], ""4"": [[4, 0], [5, 0], [6, 0], [7, 0], [8, 0], [9, 0]], ""594405804"": [[4, 1]], ""613542358"": [[3, 1]], ""614176394"": [[1, 1], [11, 1]], ""1230563926"": [[6, 2], [7, 2], [8, 2]], ""1916819657"": [[3, 2]], ""1975713373"": [[2, 2], [10, 2]], ""2331561843"": [[4, 2]], ""2825427647"": [[1, 2], [11, 2]], ""3205495869"": [[0, 1], [12, 1]], ""3532240404"": [[5, 2], [9, 2]], ""3764344801"": [[5, 1], [6, 1], [7, 1], [8, 1], [9, 1]], ""3768571706"": [[2, 1], [10, 1]]}",Animal,,,,,,,,,,,,,,,,,,,,,,,,,,
CC1OCC(c2ccccc2)O1,33941-99-0,4P///wAEAAASAAAAAAICcOEA1QDOKhACQDbNACYQeIo0PA==,"{""0"": [[0, 0], [1, 0], [3, 0], [4, 0]], ""2"": [[2, 0], [11, 0]], ""4"": [[5, 0], [6, 0], [7, 0], [8, 0], [9, 0], [10, 0]], ""175050282"": [[3, 2]], ""527679734"": [[4, 2]], ""594405804"": [[5, 1]], ""614173235"": [[1, 1]], ""614173237"": [[4, 1]], ""1051287154"": [[2, 2]], ""1230563926"": [[7, 2], [8, 2], [9, 2]], ""1924493123"": [[11, 2]], ""2624878464"": [[5, 2]], ""3036660678"": [[1, 2]], ""3205495869"": [[0, 1]], ""3532240404"": [[6, 2], [10, 2]], ""3764344801"": [[6, 1], [7, 1], [8, 1], [9, 1], [10, 1]], ""3766532902"": [[3, 1]], ""3768571706"": [[2, 1], [11, 1]]}",Hyacinth,Animal,Jasmine,Floral,,,,,,,,,,,,,,,,,,,,,,,
CC1OCC2(CO1)CC1CCC2C1,87641-24-5,4P///wAEAAASAAAAAAJ0grBI+u5+fCLURggaJsZOcg==,"{""0"": [[0, 0], [1, 0], [3, 0], [4, 0], [5, 0], [7, 0], [8, 0], [9, 0], [10, 0], [11, 0], [12, 0]], ""2"": [[2, 0], [6, 0]], ""193992059"": [[9, 2], [10, 2]], ""614173235"": [[1, 1]], ""614176388"": [[8, 1], [11, 1]], ""684899230"": [[7, 2]], ""1051287154"": [[2, 2], [6, 2]], ""1334060783"": [[12, 2]], ""2309075160"": [[8, 2]], ""2400732413"": [[3, 2], [5, 2]], ""2933380223"": [[11, 2]], ""3036660678"": [[1, 2]], ""3205495869"": [[0, 1]], ""3208849907"": [[4, 1]], ""3766532888"": [[7, 1], [9, 1], [10, 1], [12, 1]], ""3766532902"": [[3, 1], [5, 1]], ""3768571706"": [[2, 1], [6, 1]], ""4123866899"": [[4, 2]]}",Rhubarb,Galbanum,Fruity,Celery,Green,,,,,,,,,,,,,,,,,,,,,,
CC1OCCC(C)(C)S1,72472-02-7,4P///wAEAAAOAAAAAAJ0jBUAeQFuInyVABomqGxy,"{""0"": [[0, 0], [1, 0], [3, 0], [4, 0], [5, 0], [6, 0], [7, 0]], ""2"": [[2, 0], [8, 0]], ""215384196"": [[5, 2]], ""614173235"": [[1, 1]], ""1051287154"": [[2, 2]], ""2407446794"": [[4, 2]], ""3036660678"": [[1, 2]], ""3205495869"": [[0, 1], [6, 1], [7, 1]], ""3208849897"": [[5, 1]], ""3681275791"": [[8, 2]], ""3766532888"": [[4, 1]], ""3766532902"": [[3, 1]], ""3768571706"": [[2, 1], [8, 1]], ""4196921889"": [[3, 2]]}",Woody,Terpenic,Green,,,,,,,,,,,,,,,,,,,,,,,,
CC1OCCC1=O,3188-00-9,4P///wAEAAAOAAAAAAIuRE4YuQTQAnicGib1AA4=,"{""0"": [[0, 0], [1, 0], [3, 0], [4, 0], [5, 0]], ""2"": [[2, 0], [6, 0]], ""193987698"": [[4, 2]], ""614176394"": [[1, 1]], ""614176457"": [[5, 1]], ""1053841434"": [[2, 2]], ""1512080012"": [[5, 2]], ""2923509861"": [[1, 2]], ""3205495869"": [[0, 1]], ""3205496824"": [[6, 1]], ""3766532888"": [[4, 1]], ""3766532902"": [[3, 1]], ""3768571706"": [[2, 1]], ""4196921889"": [[3, 2]]}",Sweet,Caramel,Solvent,Buttery,Roasted,Bready,Sweet Solvent,Brown,Rummy,Nutty,,,,,,,,,,,,,,,,,
CC1OCCC1S,57124-87-5/26548-78-7,4P///wAEAAAPAAAAAAIAGhBE+QCRAtAYAQAaJpTmDA==,"{""0"": [[0, 0], [1, 0], [3, 0], [4, 0], [5, 0]], ""2"": [[2, 0]], ""3"": [[6, 0]], ""193992581"": [[4, 2]], ""614176394"": [[1, 1]], ""614176407"": [[5, 1]], ""1053841434"": [[2, 2]], ""2825457681"": [[1, 2]], ""2949176572"": [[5, 2]], ""3205495869"": [[0, 1]], ""3205496825"": [[6, 1]], ""3766532888"": [[4, 1]], ""3766532902"": [[3, 1]], ""3768571706"": [[2, 1]], ""4196921889"": [[3, 2]]}",Sulphurous,Caramel,Onion,Roasted,Beefy,Coffee,Chicken,Meaty,Alliaceous,,,,,,,,,,,,,,,,,,
