standardized_smiles,CAS-Id,fcfp_compact,fcfp_environments,odor_1,odor_2,odor_3,odor_4,odor_5,odor_6,odor_7,odor_8,odor_9,odor_10,odor_11,odor_12,odor_13,odor_14,odor_15,odor_16,odor_17,odor_18,odor_19,odor_20,odor_21,odor_22,odor_23,odor_24,odor_25,odor_26,odor_27
Cc1occc1SSCc1ccco1,109537-55-5,4P///wAEAAAYAAAAAAICAjgKIj46EnrhAWa+ZgQoenrISEY4KhA=,"{""0"": [[0, 0], [8, 0]], ""2"": [[6, 0], [7, 0]], ""4"": [[1, 0], [3, 0], [4, 0], [5, 0], [9, 0], [10, 0], [11, 0], [12, 0]], ""6"": [[2, 0], [13, 0]], ""594405818"": [[1, 1], [9, 1]], ""728943675"": [[5, 1]], ""787460987"": [[5, 2]], ""1122857454"": [[7, 2]], ""1230564256"": [[11, 2]], ""1251070542"": [[3, 2], [12, 2]], ""1309816536"": [[9, 2]], ""1780633641"": [[8, 2]], ""1942565509"": [[6, 2]], ""3205496001"": [[0, 1]], ""3514530458"": [[2, 2], [13, 2]], ""3532241538"": [[10, 2]], ""3663726358"": [[4, 2]], ""3764335747"": [[2, 1], [13, 1]], ""3764344801"": [[4, 1], [10, 1], [11, 1]], ""3764344823"": [[3, 1], [12, 1]], ""3766523001"": [[8, 1]], ""3766531163"": [[6, 1]], ""3768571844"": [[7, 1]], ""3928486947"": [[1, 2]]}",Meaty,Sulphurous,,,,,,,,,,,,,,,,,,,,,,,,,
Cc1occc1SSSSc1ccoc1C,28588-76-3,4P///wAEAAATAAAAAAICAjguPgJKeuEBnoaW9sgooCoQ,"{""0"": [[0, 0], [15, 0]], ""2"": [[6, 0], [7, 0], [8, 0], [9, 0]], ""4"": [[1, 0], [3, 0], [4, 0], [5, 0], [10, 0], [11, 0], [12, 0], [14, 0]], ""6"": [[2, 0], [13, 0]], ""594405818"": [[1, 1], [14, 1]], ""728943675"": [[5, 1], [10, 1]], ""787460987"": [[5, 2], [10, 2]], ""1251070542"": [[3, 2], [12, 2]], ""1940594576"": [[6, 2], [9, 2]], ""3205496001"": [[0, 1], [15, 1]], ""3514530458"": [[2, 2], [13, 2]], ""3663726358"": [[4, 2], [11, 2]], ""3764335747"": [[2, 1], [13, 1]], ""3764344801"": [[4, 1], [11, 1]], ""3764344823"": [[3, 1], [12, 1]], ""3766531163"": [[6, 1], [9, 1]], ""3766531165"": [[7, 1], [8, 1]], ""3928486947"": [[1, 2], [14, 2]], ""4181351946"": [[7, 2], [8, 2]]}",Meaty,Sulphurous,,,,,,,,,,,,,,,,,,,,,,,,,
Cc1occc1SSc1ccoc1C,28588-75-2,4P///wAEAAARAAAAAAICAjguPk564QFNAJb2yGRkKhA=,"{""0"": [[0, 0], [13, 0]], ""2"": [[6, 0], [7, 0]], ""4"": [[1, 0], [3, 0], [4, 0], [5, 0], [8, 0], [9, 0], [10, 0], [12, 0]], ""6"": [[2, 0], [11, 0]], ""594405818"": [[1, 1], [12, 1]], ""728943675"": [[5, 1], [8, 1]], ""787460987"": [[5, 2], [8, 2]], ""1251070542"": [[3, 2], [10, 2]], ""1940594606"": [[6, 2], [7, 2]], ""3205496001"": [[0, 1], [13, 1]], ""3514530458"": [[2, 2], [11, 2]], ""3663726358"": [[4, 2], [9, 2]], ""3764335747"": [[2, 1], [11, 1]], ""3764344801"": [[4, 1], [9, 1]], ""3764344823"": [[3, 1], [10, 1]], ""3766531163"": [[6, 1], [7, 1]], ""3928486947"": [[1, 2], [12, 2]]}",Sulphurous,Onion,Savory,Roasted,Scallion,Chicken,Meaty,,,,,,,,,,,,,,,,,,,,
Cc1sccc1S,2527-76-6,4P///wAEAAAQAAAAAAQAAvh64QFNAJYm1By4mhoqEA==,"{""0"": [[0, 0]], ""3"": [[6, 0]], ""4"": [[1, 0], [3, 0], [4, 0], [5, 0]], ""6"": [[2, 0]], ""594405818"": [[1, 1]], ""728945448"": [[5, 1]], ""1251070542"": [[3, 2]], ""2183316435"": [[5, 2]], ""3205496001"": [[0, 1]], ""3205496709"": [[6, 1]], ""3514530458"": [[2, 2]], ""3664333593"": [[4, 2]], ""3764335747"": [[2, 1]], ""3764344801"": [[4, 1]], ""3764344823"": [[3, 1]], ""3928374958"": [[1, 2]]}",Medicinal,,,,,,,,,,,,,,,,,,,,,,,,,,
Cc1scnc1CCOC(=O)C(C)C,94021-42-8,4P///wAEAAAbAAAAAAICAmyKery2XhqMcCYuFiIqJQACChpKwjwqAA4=,"{""0"": [[0, 0], [6, 0], [7, 0], [9, 0], [11, 0], [12, 0], [13, 0]], ""2"": [[8, 0], [10, 0]], ""4"": [[1, 0], [2, 0], [3, 0], [5, 0]], ""6"": [[4, 0]], ""272445030"": [[6, 2]], ""324486082"": [[9, 2]], ""594405804"": [[1, 1]], ""594405818"": [[5, 1]], ""614173298"": [[9, 1]], ""614176388"": [[11, 1]], ""1051266860"": [[8, 2]], ""1251070542"": [[3, 2]], ""2355340801"": [[11, 2]], ""2380441980"": [[5, 2]], ""3205495869"": [[12, 1], [13, 1]], ""3205496001"": [[0, 1]], ""3205496824"": [[10, 1]], ""3514530458"": [[4, 2]], ""3532240442"": [[2, 2]], ""3764335747"": [[4, 1]], ""3764344801"": [[2, 1]], ""3764344823"": [[3, 1]], ""3766532900"": [[6, 1]], ""3766532902"": [[7, 1]], ""3768571706"": [[8, 1]], ""3977662304"": [[1, 2]], ""4196918560"": [[7, 2]]}",Nutty,Roasted,,,,,,,,,,,,,,,,,,,,,,,,,
ClCl,7782-50-5,4P///wAEAAACAAAAENkIAQM=,"{""8"": [[0, 0], [1, 0]], ""3205496511"": [[0, 1]]}",Irritating,Suffocating,Pungent,Chlorinous,Choking,,,,,,,,,,,,,,,,,,,,,,
ClNCl,3400-09--7,4P///wAEAAAEAAAABgi9CNkAQQA=,"{""3"": [[1, 0]], ""8"": [[0, 0], [2, 0]], ""3205496504"": [[0, 1], [2, 1]], ""3768575855"": [[1, 1]]}",Chlorinous,,,,,,,,,,,,,,,,,,,,,,,,,,
Clc1ccc(Cl)cc1,106-46-7,4P///wAEAAAHAAAACAZRA3UD+oLKPA==,"{""4"": [[1, 0], [2, 0], [3, 0], [4, 0], [6, 0], [7, 0]], ""8"": [[0, 0], [5, 0]], ""728919389"": [[4, 1], [1, 1]], ""1278629689"": [[4, 2], [1, 2]], ""3205496507"": [[0, 1], [5, 1]], ""3764344801"": [[2, 1], [3, 1], [6, 1], [7, 1]], ""3856222075"": [[3, 2], [2, 2], [7, 2], [6, 2]]}",Penetrating,Moth Balls,,,,,,,,,,,,,,,,,,,,,,,,,
Cn1cccc1,96-54-8,4P///wAEAAAKAAAAAAYCXkEAXQcBAEo0KhA=,"{""0"": [[0, 0]], ""4"": [[2, 0], [3, 0], [4, 0], [5, 0]], ""6"": [[1, 0]], ""594910150"": [[1, 1]], ""1230564256"": [[3, 2], [4, 2]], ""2739428127"": [[1, 2]], ""3205496007"": [[0, 1]], ""3764344801"": [[3, 1], [4, 1]], ""3764344823"": [[2, 1], [5, 1]], ""3977422902"": [[2, 2], [5, 2]]}",Woody,Herbal,Smokey,,,,,,,,,,,,,,,,,,,,,,,,
Cn1cccc1C=O,1192-58-1,4P///wAEAAARAAAAAAICAl4NABgNAVwdAegCmQBKNCoADg==,"{""0"": [[0, 0], [6, 0]], ""2"": [[7, 0]], ""4"": [[2, 0], [3, 0], [4, 0], [5, 0]], ""6"": [[1, 0]], ""136210827"": [[6, 2]], ""594405818"": [[5, 1]], ""594910150"": [[1, 1]], ""1230564256"": [[3, 2]], ""2499608311"": [[1, 2]], ""3205496007"": [[0, 1]], ""3205496824"": [[7, 1]], ""3532241538"": [[4, 2]], ""3764344801"": [[3, 1], [4, 1]], ""3764344823"": [[2, 1]], ""3766523066"": [[6, 1]], ""3977422902"": [[2, 2]], ""4231214841"": [[5, 2]]}",Burnt,Nutty,Roasted,,,,,,,,,,,,,,,,,,,,,,,,
N,7664-41-7,4P///wAEAAABAAAABvEN,"{""3"": [[0, 0]]}",Repellent,Ammonia,,,,,,,,,,,,,,,,,,,,,,,,,
N#CC(=C1CCCCC1)c1ccccc1,10461-98-0,4P///wAEAAASAAAAAAIC7QA25i5IPEaGgpgINKghATAK,"{""0"": [[1, 0], [2, 0], [3, 0], [4, 0], [5, 0], [6, 0], [7, 0], [8, 0]], ""2"": [[0, 0]], ""4"": [[9, 0], [10, 0], [11, 0], [12, 0], [13, 0], [14, 0]], ""193987944"": [[4, 2], [8, 2]], ""594405804"": [[9, 1]], ""614173690"": [[2, 1]], ""614176451"": [[3, 1]], ""671790416"": [[1, 2]], ""1230563926"": [[11, 2], [12, 2], [13, 2]], ""2619148968"": [[9, 2]], ""3205496000"": [[0, 1]], ""3398829453"": [[3, 2]], ""3532240404"": [[10, 2], [14, 2]], ""3725404380"": [[2, 2]], ""3764344801"": [[10, 1], [11, 1], [12, 1], [13, 1], [14, 1]], ""3766532771"": [[1, 1]], ""3766532888"": [[4, 1], [5, 1], [6, 1], [7, 1], [8, 1]], ""4203103696"": [[5, 2], [6, 2], [7, 2]]}",Fresh,Grapefruit,Geranium,Peony,Floral,,,,,,,,,,,,,,,,,,,,,,
N#CC=Cc1ccccc1,1885-38-7,4P///wAEAAAPAAAAAAICfijMBQFOAs6CmKy8HQA8,"{""0"": [[1, 0], [2, 0], [3, 0]], ""2"": [[0, 0]], ""4"": [[4, 0], [5, 0], [6, 0], [7, 0], [8, 0], [9, 0]], ""472756313"": [[1, 2]], ""594405804"": [[4, 1]], ""1230563926"": [[6, 2], [7, 2], [8, 2]], ""1788393210"": [[3, 2]], ""1912436098"": [[4, 2]], ""3205496000"": [[0, 1]], ""3532240404"": [[5, 2], [9, 2]], ""3764344801"": [[5, 1], [6, 1], [7, 1], [8, 1], [9, 1]], ""3766522948"": [[3, 1]], ""3766532771"": [[1, 1]], ""3766532953"": [[2, 1]], ""4203491754"": [[2, 2]]}",Nitrile,Spices,Cinnamyl,Cumin,Cassia,,,,,,,,,,,,,,,,,,,,,,
N#CCCCCCCC#N,629-40-3,4P///wAEAAAIAAAAAAIAeP49AkkB6J0B,"{""0"": [[1, 0], [2, 0], [3, 0], [4, 0], [5, 0], [6, 0], [7, 0], [8, 0]], ""2"": [[0, 0], [9, 0]], ""472781827"": [[1, 2], [8, 2]], ""3205496000"": [[0, 1], [9, 1]], ""3766532771"": [[1, 1], [8, 1]], ""3766532888"": [[2, 1], [3, 1], [4, 1], [5, 1], [6, 1], [7, 1]], ""4203092032"": [[2, 2], [7, 2]], ""4203103696"": [[3, 2], [4, 2], [5, 2], [6, 2]]}",Sweet,Fresh,Citrus,Waxy,Mandarin,Floral,,,,,,,,,,,,,,,,,,,,,
N#Cc1ccccc1,100-47-0,4P///wAEAAALAAAAAAICAuUArQHOgrwhAcQ8,"{""0"": [[1, 0]], ""2"": [[0, 0]], ""4"": [[2, 0], [3, 0], [4, 0], [5, 0], [6, 0], [7, 0]], ""196792326"": [[1, 2]], ""594405804"": [[2, 1]], ""1230563926"": [[4, 2], [5, 2], [6, 2]], ""1901281973"": [[2, 2]], ""3205496000"": [[0, 1]], ""3532240404"": [[3, 2], [7, 2]], ""3764344801"": [[3, 1], [4, 1], [5, 1], [6, 1], [7, 1]], ""3766524798"": [[1, 1]]}",Rancid,,,,,,,,,,,,,,,,,,,,,,,,,,
NC(=O)CCC(N)C(=O)O,56-85-9,4P///wAEAAASAAAAAAAAIAgOtgJ5AQUAWQB4WG7YMACwDg==,"{""0"": [[1, 0], [3, 0], [4, 0], [5, 0]], ""1"": [[0, 0], [9, 0]], ""2"": [[2, 0], [8, 0]], ""19"": [[6, 0]], ""32"": [[7, 0]], ""150785951"": [[7, 2]], ""193859039"": [[4, 2]], ""193925244"": [[3, 2]], ""605976925"": [[7, 1]], ""614173363"": [[1, 1]], ""614174326"": [[5, 1]], ""2124130016"": [[5, 2]], ""3079254365"": [[1, 2]], ""3205493637"": [[6, 1]], ""3205495832"": [[8, 1]], ""3205495934"": [[0, 1]], ""3205496734"": [[9, 1]], ""3205496824"": [[2, 1]], ""3766532888"": [[3, 1], [4, 1]]}",Milky,Oily,Cocoa,,,,,,,,,,,,,,,,,,,,,,,,
NC(CCC(=O)O)C(=O)O,56-86-0,4P///wAEAAARAAAAAAAAIAgOhQI0Rvrs0m7YMAAwjg==,"{""0"": [[1, 0], [2, 0], [3, 0]], ""1"": [[6, 0], [9, 0]], ""2"": [[5, 0], [8, 0]], ""19"": [[0, 0]], ""32"": [[4, 0], [7, 0]], ""150785951"": [[7, 2]], ""193860095"": [[2, 2]], ""209048961"": [[3, 2]], ""605976925"": [[4, 1], [7, 1]], ""614174326"": [[1, 1]], ""1714334018"": [[4, 2]], ""2124130016"": [[1, 2]], ""3205493637"": [[0, 1]], ""3205495832"": [[5, 1], [8, 1]], ""3205496734"": [[6, 1], [9, 1]], ""3766532888"": [[2, 1]], ""3766533048"": [[3, 1]]}",Baked,Yeasty,,,,,,,,,,,,,,,,,,,,,,,,,
NC(CS)C(=O)O,52-90-4,4P///wAEAAAQAAAAAAAAAAoSCA7xAk0CCLkAvjAAsgw=,"{""0"": [[1, 0], [2, 0]], ""1"": [[6, 0]], ""2"": [[5, 0]], ""3"": [[3, 0]], ""19"": [[0, 0]], ""32"": [[4, 0]], ""150785951"": [[4, 2]], ""605976925"": [[4, 1]], ""614174326"": [[1, 1]], ""671237129"": [[2, 2]], ""2124129905"": [[1, 2]], ""3205493637"": [[0, 1]], ""3205495832"": [[5, 1]], ""3205496734"": [[6, 1]], ""3205496825"": [[3, 1]], ""3766532901"": [[2, 1]]}",Sulphurous,,,,,,,,,,,,,,,,,,,,,,,,,,
NCC(=O)c1ccccc1,613-89-8,4P///wAEAAAPAAAAAAICHN6hAs6CeQGekhAQHA4O,"{""0"": [[1, 0], [2, 0]], ""2"": [[3, 0]], ""4"": [[4, 0], [5, 0], [6, 0], [7, 0], [8, 0], [9, 0]], ""19"": [[0, 0]], ""594405804"": [[4, 1]], ""614173680"": [[2, 1]], ""679342040"": [[1, 2]], ""1230563926"": [[6, 2], [7, 2], [8, 2]], ""1999607759"": [[2, 2]], ""2617347203"": [[4, 2]], ""3205493637"": [[0, 1]], ""3205496824"": [[3, 1]], ""3532240404"": [[5, 2], [9, 2]], ""3764344801"": [[5, 1], [6, 1], [7, 1], [8, 1], [9, 1]], ""3766532917"": [[1, 1]]}",Sweet,Grape,,,,,,,,,,,,,,,,,,,,,,,,,
NCCCC(=O)O,2056-12-02 00:00:00,4P///wAEAAAQAAAAAAAAIAgONQBNADRGDjkEOJ4wMo4=,"{""0"": [[1, 0], [2, 0], [3, 0]], ""1"": [[6, 0]], ""2"": [[5, 0]], ""19"": [[0, 0]], ""32"": [[4, 0]], ""209048961"": [[3, 2]], ""605976925"": [[4, 1]], ""1714334018"": [[4, 2]], ""2603062446"": [[1, 2]], ""3205493637"": [[0, 1]], ""3205495832"": [[5, 1]], ""3205496734"": [[6, 1]], ""3766532888"": [[2, 1]], ""3766532917"": [[1, 1]], ""3766533048"": [[3, 1]], ""4203100553"": [[2, 2]]}",Savory,Meaty,,,,,,,,,,,,,,,,,,,,,,,,,
NCCCCCN,462-94-2,4P///wAEAAAIAAAAACRpAIUCwJkBOJ70,"{""0"": [[1, 0], [2, 0], [3, 0], [4, 0], [5, 0]], ""19"": [[0, 0], [6, 0]], ""2603062446"": [[1, 2], [5, 2]], ""3205493637"": [[0, 1], [6, 1]], ""3766532888"": [[2, 1], [3, 1], [4, 1]], ""3766532917"": [[1, 1], [5, 1]], ""4203102769"": [[2, 2], [4, 2]], ""4203103696"": [[3, 2]]}",Animal,,,,,,,,,,,,,,,,,,,,,,,,,,
NCCCCN,110-60-1,4P///wAEAAAHAAAAACRpAAkEmQE4nvQ=,"{""0"": [[1, 0], [2, 0], [3, 0], [4, 0]], ""19"": [[0, 0], [5, 0]], ""2603062446"": [[1, 2], [4, 2]], ""3205493637"": [[0, 1], [5, 1]], ""3766532888"": [[2, 1], [3, 1]], ""3766532917"": [[1, 1], [4, 1]], ""4203102769"": [[2, 2], [3, 2]]}",Rotten Fish,Animal,Rotten,,,,,,,,,,,,,,,,,,,,,,,,
NCCc1ccc(O)cc1,51-67-2,4P///wAEAAAQAAAAAAQAHIEC7k5+UQF0BhIEnrYiGA==,"{""0"": [[1, 0], [2, 0]], ""3"": [[7, 0]], ""4"": [[3, 0], [4, 0], [5, 0], [6, 0], [8, 0], [9, 0]], ""19"": [[0, 0]], ""272448233"": [[2, 2]], ""594405804"": [[3, 1]], ""728945448"": [[6, 1]], ""1327368660"": [[3, 2]], ""2603064114"": [[1, 2]], ""3205493637"": [[0, 1]], ""3205496709"": [[7, 1]], ""3532240404"": [[4, 2], [9, 2]], ""3664333811"": [[5, 2], [8, 2]], ""3680717108"": [[6, 2]], ""3764344801"": [[4, 1], [5, 1], [8, 1], [9, 1]], ""3766532900"": [[2, 1]], ""3766532917"": [[1, 1]]}",Cooked,Rubbery,Phenolic,Dirt,Meaty,,,,,,,,,,,,,,,,,,,,,,
NCCc1ccccc1,64-04-0,4P///wAEAAANAAAAAAYcYQROfoJJAHQaBJ62PA==,"{""0"": [[1, 0], [2, 0]], ""4"": [[3, 0], [4, 0], [5, 0], [6, 0], [7, 0], [8, 0]], ""19"": [[0, 0]], ""272448233"": [[2, 2]], ""594405804"": [[3, 1]], ""1230563926"": [[5, 2], [6, 2], [7, 2]], ""1327368660"": [[3, 2]], ""2603064114"": [[1, 2]], ""3205493637"": [[0, 1]], ""3532240404"": [[4, 2], [8, 2]], ""3764344801"": [[4, 1], [5, 1], [6, 1], [7, 1], [8, 1]], ""3766532900"": [[2, 1]], ""3766532917"": [[1, 1]]}",Fishy,Ammonia,,,,,,,,,,,,,,,,,,,,,,,,,
NCl,10599-90-3,4P///wAEAAADAAAABgi9CB0D,"{""3"": [[0, 0]], ""8"": [[1, 0]], ""3205496504"": [[1, 1]]}",Chlorinous,Pungent,Strong,,,,,,,,,,,,,,,,,,,,,,,,
Nc1ccccc1C(=O)OC1CCCCC1,7779-16-0,4P///wAEAAAWAAAAAAICFgShAXzgRoaCZoIaej4CwHYSHgwO,"{""0"": [[7, 0], [10, 0], [11, 0], [12, 0], [13, 0], [14, 0], [15, 0]], ""2"": [[8, 0], [9, 0]], ""4"": [[1, 0], [2, 0], [3, 0], [4, 0], [5, 0], [6, 0]], ""19"": [[0, 0]], ""193991932"": [[11, 2], [15, 2]], ""594405804"": [[6, 1]], ""613541904"": [[7, 1]], ""614176394"": [[10, 1]], ""729011515"": [[1, 1]], ""1230563926"": [[3, 2], [4, 2]], ""1778260891"": [[6, 2]], ""1977593548"": [[9, 2]], ""2301447127"": [[10, 2]], ""2674709504"": [[1, 2]], ""3205493745"": [[0, 1]], ""3205496824"": [[8, 1]], ""3532240404"": [[5, 2]], ""3660059448"": [[2, 2]], ""3764344801"": [[2, 1], [3, 1], [4, 1], [5, 1]], ""3766532888"": [[11, 1], [12, 1], [13, 1], [14, 1], [15, 1]], ""3768571706"": [[9, 1]], ""4203103696"": [[12, 2], [13, 2], [14, 2]], ""4263360218"": [[7, 2]]}",Grape,Neroli,Fruity,Blossom,Floral,,,,,,,,,,,,,,,,,,,,,,
Nc1ccccc1C(=O)OCC=Cc1ccccc1,87-29-6,4P///wAEAAAXAAAAAAICFgRg2QGMUpg0gg0AOgJWIgI8gooeDA4=,"{""0"": [[7, 0], [10, 0], [11, 0], [12, 0]], ""2"": [[8, 0], [9, 0]], ""4"": [[1, 0], [2, 0], [3, 0], [4, 0], [5, 0], [6, 0], [13, 0], [14, 0], [15, 0], [16, 0], [17, 0], [18, 0]], ""19"": [[0, 0]], ""594405804"": [[6, 1], [13, 1]], ""613541904"": [[7, 1]], ""729011515"": [[1, 1]], ""835404536"": [[9, 2]], ""1230563926"": [[3, 2], [4, 2], [15, 2], [16, 2], [17, 2]], ""1778260891"": [[6, 2]], ""1788393210"": [[12, 2]], ""1912436098"": [[13, 2]], ""2674709504"": [[1, 2]], ""3205493745"": [[0, 1]], ""3205496824"": [[8, 1]], ""3532240404"": [[5, 2], [14, 2], [18, 2]], ""3660059448"": [[2, 2]], ""3764344801"": [[2, 1], [3, 1], [4, 1], [5, 1], [14, 1], [15, 1], [16, 1], [17, 1], [18, 1]], ""3766522948"": [[12, 1]], ""3766532902"": [[10, 1]], ""3766532953"": [[11, 1]], ""3768571706"": [[9, 1]], ""4196735481"": [[10, 2]], ""4203510617"": [[11, 2]], ""4263360218"": [[7, 2]]}",Balsamic,Grape,Fruity,,,,,,,,,,,,,,,,,,,,,,,,
Nc1ccccc1C(=O)OCCc1ccccc1,133-18-6,4P///wAEAAAWAAAAAAICFgQxAjTgTn6CBQACOlYCIgLAih4MDg==,"{""0"": [[7, 0], [10, 0], [11, 0]], ""2"": [[8, 0], [9, 0]], ""4"": [[1, 0], [2, 0], [3, 0], [4, 0], [5, 0], [6, 0], [12, 0], [13, 0], [14, 0], [15, 0], [16, 0], [17, 0]], ""19"": [[0, 0]], ""272448216"": [[11, 2]], ""594405804"": [[6, 1], [12, 1]], ""613541904"": [[7, 1]], ""729011515"": [[1, 1]], ""835404536"": [[9, 2]], ""1230563926"": [[3, 2], [4, 2], [14, 2], [15, 2], [16, 2]], ""1327368660"": [[12, 2]], ""1778260891"": [[6, 2]], ""2674709504"": [[1, 2]], ""3205493745"": [[0, 1]], ""3205496824"": [[8, 1]], ""3532240404"": [[5, 2], [13, 2], [17, 2]], ""3660059448"": [[2, 2]], ""3764344801"": [[2, 1], [3, 1], [4, 1], [5, 1], [13, 1], [14, 1], [15, 1], [16, 1], [17, 1]], ""3766532900"": [[11, 1]], ""3766532902"": [[10, 1]], ""3768571706"": [[9, 1]], ""4196918560"": [[10, 2]], ""4263360218"": [[7, 2]]}",Sweet,Orange,Rose,Honey,Grape,Orris,Floral,,,,,,,,,,,,,,,,,,,,
Nc1ccccc1C(=O)OCc1ccccc1,82185-41-9,4P///wAEAAAUAAAAAAICFgQarsK8AODOgg0AugLAih4MDg==,"{""0"": [[7, 0], [10, 0]], ""2"": [[8, 0], [9, 0]], ""4"": [[1, 0], [2, 0], [3, 0], [4, 0], [5, 0], [6, 0], [11, 0], [12, 0], [13, 0], [14, 0], [15, 0], [16, 0]], ""19"": [[0, 0]], ""594405804"": [[6, 1], [11, 1]], ""613541904"": [[7, 1]], ""729011515"": [[1, 1]], ""834972891"": [[9, 2]], ""1230563926"": [[3, 2], [4, 2], [13, 2], [14, 2], [15, 2]], ""1778260891"": [[6, 2]], ""1780633914"": [[10, 2]], ""1910602785"": [[11, 2]], ""2674709504"": [[1, 2]], ""3205493745"": [[0, 1]], ""3205496824"": [[8, 1]], ""3532240404"": [[5, 2], [12, 2], [16, 2]], ""3660059448"": [[2, 2]], ""3764344801"": [[2, 1], [3, 1], [4, 1], [5, 1], [12, 1], [13, 1], [14, 1], [15, 1], [16, 1]], ""3766523001"": [[10, 1]], ""3768571706"": [[9, 1]], ""4263360218"": [[7, 2]]}",Muguet,Lily,Grapefruit,Citrus,Floral,,,,,,,,,,,,,,,,,,,,,,
Nc1ccccc1C(=O)Oc1ccc2ccccc2c1,63449-68-3,4P///wAEAAAWAAAAAAICFgQIRLCWtG5wzoK5AGSIOlQ0HgwO,"{""0"": [[7, 0]], ""2"": [[8, 0], [9, 0]], ""4"": [[1, 0], [2, 0], [3, 0], [4, 0], [5, 0], [6, 0], [10, 0], [11, 0], [12, 0], [13, 0], [14, 0], [15, 0], [16, 0], [17, 0], [18, 0], [19, 0]], ""19"": [[0, 0]], ""364196064"": [[10, 2]], ""594405804"": [[6, 1]], ""613541904"": [[7, 1]], ""728943675"": [[10, 1]], ""729011515"": [[1, 1]], ""1230563926"": [[3, 2], [4, 2], [15, 2], [16, 2]], ""1541844861"": [[13, 1], [18, 1]], ""1575530644"": [[19, 2]], ""1763466264"": [[9, 2]], ""1778260891"": [[6, 2]], ""2460456307"": [[12, 2], [14, 2], [17, 2]], ""2674709504"": [[1, 2]], ""3043970821"": [[13, 2], [18, 2]], ""3205493745"": [[0, 1]], ""3205496824"": [[8, 1]], ""3532240404"": [[5, 2]], ""3660059448"": [[2, 2]], ""3663726584"": [[11, 2]], ""3764344801"": [[2, 1], [3, 1], [4, 1], [5, 1], [11, 1], [12, 1], [14, 1], [15, 1], [16, 1], [17, 1], [19, 1]], ""3768571846"": [[9, 1]], ""4263302013"": [[7, 2]]}",Winey,Sweet,Candy,Grape,Neroli,Berry,Fruity,Floral,,,,,,,,,,,,,,,,,,,
O=C(C=Cc1ccccc1)OC1CCCCC1,7779-17-1,4P///wAEAAAWAAAAAAICflolABUAUkYoXII2Lt46QioQ+hIsDg==,"{""0"": [[1, 0], [2, 0], [3, 0], [11, 0], [12, 0], [13, 0], [14, 0], [15, 0], [16, 0]], ""2"": [[0, 0], [10, 0]], ""4"": [[4, 0], [5, 0], [6, 0], [7, 0], [8, 0], [9, 0]], ""193991932"": [[12, 2], [16, 2]], ""195330162"": [[2, 2]], ""594405804"": [[4, 1]], ""614173298"": [[1, 1]], ""614176394"": [[11, 1]], ""1230563926"": [[6, 2], [7, 2], [8, 2]], ""1788393210"": [[3, 2]], ""1912436098"": [[4, 2]], ""1924488016"": [[10, 2]], ""2136164837"": [[1, 2]], ""2301447127"": [[11, 2]], ""3205496824"": [[0, 1]], ""3532240404"": [[5, 2], [9, 2]], ""3764344801"": [[5, 1], [6, 1], [7, 1], [8, 1], [9, 1]], ""3766522948"": [[3, 1]], ""3766532888"": [[12, 1], [13, 1], [14, 1], [15, 1], [16, 1]], ""3766532953"": [[2, 1]], ""3768571706"": [[10, 1]], ""4203103696"": [[13, 2], [14, 2], [15, 2]]}",Almond,Cherry,Bitter,Fruity,Peach,,,,,,,,,,,,,,,,,,,,,,
O=C(C=Cc1ccccc1)OCC1CCCO1,65505-25-1,4P///wAEAAAaAAAAAAICKlJaJQAVAFJwXBgIXjYuglo6GgoaPP4OLA4=,"{""0"": [[1, 0], [2, 0], [3, 0], [11, 0], [12, 0], [13, 0], [14, 0], [15, 0]], ""2"": [[0, 0], [10, 0], [16, 0]], ""4"": [[4, 0], [5, 0], [6, 0], [7, 0], [8, 0], [9, 0]], ""174871244"": [[11, 2]], ""193991932"": [[13, 2]], ""195330162"": [[2, 2]], ""594405804"": [[4, 1]], ""614173298"": [[1, 1]], ""614176394"": [[12, 1]], ""1051266860"": [[10, 2]], ""1053841434"": [[16, 2]], ""1230563926"": [[6, 2], [7, 2], [8, 2]], ""1788393210"": [[3, 2]], ""1912436098"": [[4, 2]], ""2136164837"": [[1, 2]], ""2301454297"": [[12, 2]], ""3205496824"": [[0, 1]], ""3532240404"": [[5, 2], [9, 2]], ""3764344801"": [[5, 1], [6, 1], [7, 1], [8, 1], [9, 1]], ""3766522948"": [[3, 1]], ""3766532888"": [[13, 1], [14, 1]], ""3766532902"": [[11, 1], [15, 1]], ""3766532953"": [[2, 1]], ""3768571706"": [[10, 1], [16, 1]], ""4196921889"": [[15, 2]], ""4203102758"": [[14, 2]]}",Balsamic,Cortex,Sweet,,,,,,,,,,,,,,,,,,,,,,,,
